endpoint,variation,iteration,statusCode,responseTime,responseSize,memoryDelta,heapBefore,heapAfter,gcBefore,gcAfter,timestamp
/,,0,200,4.25,3571,117408,6825704,6943112,6817528,6857352,1758664202863
/,,1,200,4.96,3571,150176,6847144,6997320,6843448,6942960,1758664203387
/,,2,200,4.11,3571,143648,6919400,7063048,6909192,6983064,1758664203916
