endpoint,variation,iteration,statusCode,responseTime,responseSize,memoryDelta,heapBefore,heapAfter,gcBefore,gcAfter,timestamp
/runtime/spec,,0,200,469.16,339,118760,8000248,8119008,7999728,8031104,1758662826904
/runtime/spec,,1,200,362.21,339,78360,8006072,8084432,8005552,8031896,1758662827692
/runtime/spec,,2,200,226.50,339,78088,8007784,8085872,8007264,8033392,1758662828348
/runtime/spec,,3,200,228.76,339,78088,8009192,8087280,8008672,8034744,1758662829003
/runtime/spec,?at=27898479,0,200,238.48,339,77384,8011312,8088696,8010792,8036064,1758662830671
/runtime/spec,?at=27898479,1,200,242.26,339,78272,8011856,8090128,8011336,8037520,1758662831343
/runtime/spec,?at=27898479,2,200,232.83,339,78272,8013272,8091544,8012752,8038936,1758662832003
/runtime/spec,?at=27898479,3,200,245.99,339,78272,8014632,8092904,8014112,8040240,1758662832674
/runtime/spec,?at=27893479,0,200,456.20,339,77608,8016752,8094360,8016232,8041560,1758662834560
/runtime/spec,?at=27893479,1,200,222.98,339,78328,8017296,8095624,8016776,8042960,1758662835211
/runtime/spec,?at=27893479,2,200,220.07,339,78272,8018712,8096984,8018192,8044320,1758662835861
/runtime/spec,?at=27893479,3,200,242.64,339,78272,8020072,8098344,8019552,8045680,1758662836530
/runtime/spec,?at=1000000,0,200,230.51,332,77360,8022192,8099552,8021672,8046984,1758662838190
/runtime/spec,?at=1000000,1,200,245.99,332,78248,8022736,8100984,8022216,8048384,1758662838863
/runtime/spec,?at=1000000,2,200,217.12,332,78248,8024152,8102400,8023632,8049744,1758662839506
/runtime/spec,?at=1000000,3,200,244.61,332,78248,8025512,8103760,8024992,8051104,1758662840178
